年纪,语文,数学,英语,物理,化学,生物,历史,综合,等级
高二,89,77,51,81,64,73,66,73.0,丙
高一,92,69,64,80,60,99,87,80.0,丙
高二,65,69,57,69,78,57,79,69.0,丙
高二,62,54,74,89,91,86,64,74.0,丙
高一,75,64,72,85,64,90,56,72.0,丙
高一,97,62,68,66,98,61,69,68.0,丙
高三,97,82,74,80,81,62,79,80.0,丙
高二,98,66,62,95,68,97,66,68.0,丙
高二,85,74,93,89,61,99,68,85.0,乙
高二,88,61,65,67,72,55,77,67.0,丙
高三,55,99,94,98,85,66,78,85.0,乙
高一,95,68,73,60,85,86,86,85.0,乙
高三,85,68,52,51,62,84,88,68.0,丙
高一,82,80,51,98,65,82,81,81.0,丙
高二,70,61,67,54,70,64,67,67.0,丙
高一,85,88,60,81,88,92,87,87.0,乙
高三,97,61,84,100,65,86,70,84.0,丙
高一,82,57,92,62,78,87,90,82.0,丙
高二,60,75,69,77,96,76,80,76.0,丙
高二,74,54,85,92,56,52,88,74.0,丙
高二,81,98,91,56,50,54,90,81.0,丙
高三,87,83,55,63,67,75,94,75.0,丙
高二,51,81,65,88,60,58,65,65.0,丙
高二,89,96,70,86,75,50,63,75.0,丙
高一,92,82,52,66,69,59,62,66.0,丙
高二,56,65,89,56,67,88,90,67.0,丙
高三,82,84,67,70,52,85,53,70.0,丙
高一,94,89,96,61,92,82,81,89.0,乙
高一,80,52,92,80,71,85,68,80.0,丙
高一,68,79,62,99,70,87,82,79.0,丙
高三,55,53,100,96,92,78,66,78.0,丙
高三,87,77,82,55,59,73,72,73.0,丙
高三,70,57,56,81,65,73,70,70.0,丙
高二,81,51,95,77,52,79,81,79.0,丙
高一,65,65,60,82,70,93,53,65.0,丙
高一,83,90,81,65,64,64,74,74.0,丙
高一,85,68,64,76,83,50,73,73.0,丙
高二,64,57,72,57,82,99,86,72.0,丙
高二,83,95,66,83,67,69,77,77.0,丙
高一,97,98,76,93,94,84,66,93.0,甲
高二,91,72,92,55,72,66,71,72.0,丙
高二,59,95,53,87,91,78,53,78.0,丙
高三,52,63,77,75,94,52,67,67.0,丙
高二,55,74,51,78,68,55,98,68.0,丙
高三,84,73,82,69,62,81,80,80.0,丙
高三,55,60,96,74,97,86,97,86.0,乙
高二,76,66,71,96,94,81,93,81.0,丙
高三,85,86,64,73,78,55,85,78.0,丙
高三,68,74,57,70,82,73,75,73.0,丙
高三,78,76,53,75,61,90,60,75.0,丙
高一,73,51,61,69,72,80,61,69.0,丙
高二,73,56,58,64,88,92,97,73.0,丙
高一,54,91,62,72,50,71,83,71.0,丙
高二,100,54,94,90,99,53,92,92.0,甲
高一,62,71,93,57,55,67,97,67.0,丙
高二,58,68,76,54,54,68,73,68.0,丙
高三,61,96,52,96,69,74,61,69.0,丙
高一,74,64,98,91,73,59,80,74.0,丙
高三,89,54,76,65,64,65,99,65.0,丙
高二,61,57,53,63,67,60,100,61.0,丙
高三,76,58,71,87,81,97,87,81.0,丙
高一,56,85,82,93,100,88,94,88.0,乙
高二,55,79,61,64,66,60,81,64.0,丙
高一,82,68,53,91,72,60,57,68.0,丙
高一,99,52,89,79,83,91,73,83.0,丙
高二,55,78,61,79,66,81,87,78.0,丙
高三,73,86,50,94,87,89,70,86.0,乙
高二,55,80,95,66,51,83,83,80.0,丙
高一,69,83,71,61,93,71,85,71.0,丙
高一,66,89,90,94,87,88,70,88.0,乙
高一,69,63,66,80,82,51,90,69.0,丙
高二,70,99,78,61,91,64,60,70.0,丙
高一,61,66,75,65,53,85,74,66.0,丙
高三,58,74,62,55,55,100,67,62.0,丙
高二,58,82,80,73,94,70,62,73.0,丙
高二,98,66,72,94,69,90,86,86.0,乙
高二,61,62,83,68,85,82,65,68.0,丙
高三,83,59,65,67,87,92,84,83.0,丙
高三,56,54,79,65,51,80,93,65.0,丙
高二,51,87,82,98,73,51,79,79.0,丙
高二,77,65,51,97,99,72,58,72.0,丙
高二,79,63,98,92,50,55,90,79.0,丙
高三,94,89,81,71,53,89,60,81.0,丙
高三,80,54,99,57,92,95,91,91.0,甲
高一,85,76,91,91,76,92,74,85.0,乙
高二,86,100,70,62,95,95,94,94.0,甲
高三,92,72,69,77,77,93,80,77.0,丙
高二,65,98,70,65,97,68,67,68.0,丙
高一,50,62,88,75,89,69,69,69.0,丙
高三,78,74,81,56,97,61,72,74.0,丙
高一,70,83,58,50,61,75,50,61.0,丙
高二,65,87,58,53,75,81,85,75.0,丙
高一,81,90,52,83,94,60,82,82.0,丙
高三,77,90,73,57,61,78,74,74.0,丙
高二,52,90,66,55,70,78,75,70.0,丙
高三,82,89,50,56,71,91,55,71.0,丙
高二,87,64,81,54,67,70,73,70.0,丙
高一,76,65,56,81,69,91,61,69.0,丙
高三,78,92,79,85,92,61,75,79.0,丙
高三,98,90,69,65,93,99,89,90.0,甲
高二,56,57,93,84,58,63,78,63.0,丙
高三,89,60,66,71,83,64,74,71.0,丙
高一,91,57,78,80,87,96,77,80.0,丙
高一,81,70,97,100,97,93,70,93.0,甲
高一,60,55,96,73,74,79,64,73.0,丙
高一,80,67,90,80,90,88,60,80.0,丙
高一,53,51,91,75,76,61,71,71.0,丙
高三,62,79,98,50,95,55,69,69.0,丙
高三,69,100,67,60,87,82,50,69.0,丙
高一,76,69,65,57,80,63,94,69.0,丙
高一,89,82,65,96,90,98,57,89.0,乙
高一,61,88,78,59,71,70,70,70.0,丙
高二,55,60,69,88,60,70,75,69.0,丙
高三,87,98,62,56,86,70,82,82.0,丙
高三,88,81,88,75,85,84,55,84.0,丙
高二,65,50,53,82,100,96,89,82.0,丙
高三,86,61,50,84,83,87,60,83.0,丙
高二,100,60,52,100,68,96,96,96.0,甲
高三,82,79,63,84,75,66,100,79.0,丙
高三,65,90,54,69,79,98,93,79.0,丙
高三,53,56,82,80,60,51,89,60.0,丙
高一,63,52,82,90,98,73,60,73.0,丙
高二,65,82,50,93,71,80,96,80.0,丙
高一,91,60,80,71,74,71,92,74.0,丙
高一,90,65,60,85,97,83,67,83.0,丙
高一,58,60,90,88,90,71,95,88.0,乙
高一,62,93,96,53,72,66,70,70.0,丙
高一,60,73,58,50,91,75,71,71.0,丙
高一,93,98,86,87,92,87,85,87.0,乙
高一,66,87,62,64,52,60,92,64.0,丙
高三,74,56,77,53,82,52,64,64.0,丙
高二,99,61,76,61,67,75,61,67.0,丙
高二,83,80,59,78,99,98,88,83.0,丙
高一,75,92,53,99,56,93,79,79.0,丙
高一,95,54,95,67,75,60,72,72.0,丙
高三,69,74,99,62,55,86,55,69.0,丙
高一,73,95,81,74,55,77,64,74.0,丙
高二,63,91,78,60,83,61,56,63.0,丙
高二,55,78,68,78,89,93,66,78.0,丙
高三,95,58,95,69,87,63,97,87.0,乙
高一,50,80,92,81,57,86,88,81.0,丙
高二,56,59,100,51,68,50,70,59.0,丁
高二,82,85,50,76,85,93,60,82.0,丙
高二,88,59,57,96,82,56,90,82.0,丙
高一,64,67,83,78,56,91,58,67.0,丙
高一,68,51,59,60,62,73,96,62.0,丙
高二,82,99,81,71,69,100,59,81.0,丙
高三,92,72,70,59,69,50,100,70.0,丙
高一,94,98,84,74,93,60,97,93.0,甲
高三,91,65,77,86,68,80,100,80.0,丙
高三,84,100,86,88,78,72,84,84.0,丙
高二,98,91,75,79,83,53,95,83.0,丙
高一,65,87,53,58,64,52,60,60.0,丙
高二,65,50,98,99,91,81,62,81.0,丙
高三,51,88,63,79,86,67,92,79.0,丙
高三,71,99,60,76,61,94,97,76.0,丙
高一,66,100,100,100,68,67,78,78.0,丙
高一,81,86,68,59,100,71,96,81.0,丙
高二,83,74,61,75,82,67,50,74.0,丙
高三,50,87,97,99,60,72,65,72.0,丙
高二,81,69,79,79,66,82,79,79.0,丙
高一,52,61,90,91,52,72,81,72.0,丙
高二,83,78,98,68,57,80,84,80.0,丙
高三,67,55,96,67,89,56,77,67.0,丙
高三,53,96,56,75,97,50,97,75.0,丙
高三,51,75,87,53,60,76,96,75.0,丙
高二,88,91,90,76,65,62,79,79.0,丙
高一,79,98,67,95,57,100,90,90.0,甲
高二,79,59,78,57,91,86,72,78.0,丙
高三,100,86,94,84,83,67,52,84.0,丙
高三,86,73,72,61,78,55,93,73.0,丙
高三,56,56,85,98,69,96,63,69.0,丙
高一,91,93,91,74,69,59,82,82.0,丙
高三,71,77,53,60,55,55,95,60.0,丙
高一,97,88,53,64,97,94,56,88.0,乙
高二,75,95,70,53,53,87,86,75.0,丙
高一,80,73,54,52,87,71,99,73.0,丙
高一,93,78,62,99,95,78,96,93.0,甲
高三,51,70,74,72,70,83,51,70.0,丙
高二,53,91,80,65,85,97,89,85.0,乙
高一,77,69,74,61,88,57,77,74.0,丙
高三,67,97,85,61,92,56,59,67.0,丙
高二,57,73,62,67,62,59,69,62.0,丙
高一,55,53,70,67,92,90,87,70.0,丙
高三,85,85,86,67,67,84,65,84.0,丙
高一,77,91,89,83,85,94,52,85.0,乙
高二,73,79,76,98,76,85,89,79.0,丙
高一,59,92,94,96,60,69,56,69.0,丙
高二,98,99,99,67,59,92,98,98.0,甲
高三,93,87,86,56,59,88,89,87.0,乙
高二,65,66,77,70,77,57,51,66.0,丙
高一,72,85,86,100,77,79,88,85.0,乙
高一,82,58,53,88,55,68,83,68.0,丙
高一,52,98,59,90,55,63,98,63.0,丙
高一,89,62,92,73,89,85,73,85.0,乙
高三,85,91,88,50,63,90,79,85.0,乙
高一,62,92,71,71,96,70,85,71.0,丙
高三,86,80,66,73,94,57,93,80.0,丙
高三,74,63,69,72,80,59,58,69.0,丙
高一,57,73,97,79,84,67,96,79.0,丙
高三,95,91,87,87,57,89,88,88.0,乙
高一,58,60,91,70,73,84,100,73.0,丙
高一,72,61,65,67,65,89,73,67.0,丙
高三,67,65,75,78,95,74,99,75.0,丙
高三,94,67,67,67,93,57,52,67.0,丙
高二,98,54,56,86,86,56,67,67.0,丙
高二,69,85,99,80,81,60,70,80.0,丙
高二,81,99,72,66,71,78,70,72.0,丙
高二,88,93,80,80,68,93,74,80.0,丙
高三,92,68,79,86,71,87,86,86.0,乙
高二,51,99,86,79,96,85,63,85.0,乙
高三,78,78,83,84,83,97,77,83.0,丙
高三,67,76,62,88,71,51,89,71.0,丙
高一,53,92,99,77,91,94,72,91.0,甲
高三,68,78,55,99,74,51,96,74.0,丙
高三,96,62,89,92,98,96,78,92.0,甲
高一,96,81,95,94,82,87,53,87.0,乙
高二,60,98,58,50,85,61,84,61.0,丙
高三,88,63,79,60,62,91,84,79.0,丙
高二,89,68,80,69,66,100,96,80.0,丙
高二,86,74,95,71,83,86,53,83.0,丙
高三,51,55,50,52,58,74,94,55.0,丁
高三,51,55,91,86,82,95,84,84.0,丙
高二,51,83,64,56,85,79,99,79.0,丙
高三,82,75,69,79,50,89,64,75.0,丙
高三,68,55,66,82,93,86,59,68.0,丙
高三,56,50,67,58,54,70,74,58.0,丁
高二,68,79,99,61,76,80,73,76.0,丙
高二,79,69,72,63,89,70,71,71.0,丙
高三,94,72,96,55,59,95,57,72.0,丙
高一,72,61,73,85,67,87,73,73.0,丙
高二,95,85,88,92,55,69,53,85.0,乙
高三,96,70,54,68,66,66,54,66.0,丙
高一,66,94,88,97,80,57,58,80.0,丙
高一,53,72,98,94,83,83,57,83.0,丙
高一,100,59,58,82,80,95,58,80.0,丙
高一,59,93,96,69,90,54,78,78.0,丙
高一,90,76,52,99,90,89,87,89.0,乙
高一,85,67,93,51,62,56,94,67.0,丙
高三,65,82,61,64,91,84,58,65.0,丙
高二,58,61,50,53,98,75,67,61.0,丙
高一,70,71,54,92,55,98,64,70.0,丙
高一,70,98,57,60,52,100,98,70.0,丙
高二,50,52,76,70,75,60,58,60.0,丙
高一,56,90,55,64,61,63,77,63.0,丙
高二,69,58,94,81,94,89,96,89.0,乙
高一,72,51,61,98,87,96,98,87.0,乙
高三,84,79,93,99,91,98,86,91.0,甲
高二,70,70,74,68,52,71,77,70.0,丙
高二,92,92,77,87,84,76,50,84.0,丙
高三,51,61,92,81,86,52,66,66.0,丙
高二,60,99,80,65,73,89,75,75.0,丙
高二,52,56,95,75,95,76,53,75.0,丙
高二,95,95,67,51,63,68,86,68.0,丙
高三,68,73,82,75,69,90,76,75.0,丙
高三,74,61,64,83,60,61,80,64.0,丙
高一,74,86,55,68,72,95,56,72.0,丙
高三,96,61,98,61,98,83,81,83.0,丙
高二,96,71,79,67,91,75,100,79.0,丙
高二,60,96,68,84,71,79,86,79.0,丙
高二,76,61,91,91,68,69,74,74.0,丙
高一,85,61,64,80,73,93,84,80.0,丙
高三,85,95,65,73,56,50,77,73.0,丙
高一,80,53,94,99,69,99,81,81.0,丙
高一,70,74,78,80,89,92,99,80.0,丙
高一,75,71,77,57,91,66,92,75.0,丙
高一,53,52,87,78,95,60,67,67.0,丙
高三,77,56,99,74,99,85,75,77.0,丙
高一,55,56,81,96,79,90,85,81.0,丙
高三,99,59,77,99,100,68,72,77.0,丙
高二,56,63,53,87,78,82,99,78.0,丙
高二,72,56,64,89,65,52,95,65.0,丙
高三,93,72,87,70,97,76,77,77.0,丙
高二,68,73,60,70,87,56,62,68.0,丙
高二,61,69,55,87,90,66,66,66.0,丙
高三,81,79,68,51,59,70,64,68.0,丙
高二,67,64,75,80,66,52,59,66.0,丙
高二,69,51,71,71,81,62,52,69.0,丙
高二,75,66,92,80,67,79,50,75.0,丙
高二,70,98,52,70,78,61,65,70.0,丙
高三,84,85,95,61,54,52,98,84.0,丙
高一,72,81,65,60,78,62,63,65.0,丙
高三,83,98,88,86,69,53,97,86.0,乙
高一,97,63,91,76,71,66,99,76.0,丙
高二,76,83,71,64,70,54,87,71.0,丙
高二,74,95,73,89,87,86,100,87.0,乙
高三,80,88,96,89,61,60,100,88.0,乙
高二,62,77,89,89,72,78,66,77.0,丙
高一,58,73,52,99,98,74,61,73.0,丙
高二,52,92,76,92,54,54,67,67.0,丙
高三,52,60,63,62,93,63,69,63.0,丙
高二,59,83,55,90,73,60,98,73.0,丙
高二,90,91,78,56,75,93,96,90.0,甲
高一,92,57,59,78,94,58,99,78.0,丙
高一,78,68,74,55,52,64,93,68.0,丙
高二,84,97,93,65,72,83,59,83.0,丙
高三,99,90,73,96,73,69,60,73.0,丙
高三,54,59,80,53,66,63,92,63.0,丙
高一,77,73,93,86,75,74,90,77.0,丙
高三,71,96,89,77,61,58,87,77.0,丙
高一,92,98,51,100,73,64,77,77.0,丙
高二,87,71,68,74,69,64,94,71.0,丙
高三,71,84,62,52,63,75,92,71.0,丙
高三,52,76,90,78,66,98,81,78.0,丙
高一,80,97,50,92,68,65,70,70.0,丙
高一,77,85,71,55,86,59,88,77.0,丙
高一,72,96,95,68,61,77,58,72.0,丙
高二,72,60,79,67,77,69,51,69.0,丙
高三,52,81,99,66,79,51,93,79.0,丙
高三,63,96,100,81,90,55,92,90.0,甲
高一,85,60,85,56,56,97,72,72.0,丙
高一,87,80,95,77,93,58,52,80.0,丙
高一,76,59,53,76,84,87,63,76.0,丙
高一,88,75,55,62,100,63,70,70.0,丙
高三,100,59,52,63,65,89,77,65.0,丙
高一,72,87,70,87,57,65,89,72.0,丙
高一,59,87,100,90,54,90,79,87.0,乙
高一,54,54,57,93,64,81,69,64.0,丙
高二,90,68,56,51,92,95,88,88.0,乙
高一,85,75,91,62,77,81,87,81.0,丙
高三,92,69,72,63,60,70,89,70.0,丙
高三,60,62,89,71,90,75,51,71.0,丙
高二,87,95,81,54,50,70,67,70.0,丙
高二,94,52,71,96,51,52,62,62.0,丙
高一,55,50,60,67,52,60,69,60.0,丙
高一,81,75,74,57,63,99,99,75.0,丙
高一,89,78,100,86,95,71,94,89.0,乙
高三,89,90,76,99,94,57,71,89.0,乙
高三,54,51,80,50,61,97,60,60.0,丙
高二,50,61,91,64,64,72,83,64.0,丙
高二,76,63,94,95,88,84,76,84.0,丙
高二,69,72,89,83,67,60,86,72.0,丙
高二,53,51,99,86,74,89,88,86.0,乙
高三,89,91,65,76,76,82,79,79.0,丙
高二,78,93,69,82,77,61,51,77.0,丙
高一,95,80,99,57,71,65,53,71.0,丙
高一,82,96,64,65,100,96,96,96.0,甲
高三,63,75,61,55,98,77,50,63.0,丙
高三,53,87,60,73,73,56,85,73.0,丙
高三,71,87,59,86,77,84,96,84.0,丙
高二,51,50,93,79,82,86,84,82.0,丙
高三,63,68,95,79,85,66,92,79.0,丙
高三,72,50,50,58,81,89,86,72.0,丙
高一,52,73,51,69,83,84,91,73.0,丙
高三,54,59,86,52,63,61,91,61.0,丙
高三,53,83,60,84,65,95,93,83.0,丙
高三,70,73,66,92,76,64,90,73.0,丙
高三,68,91,57,97,66,53,93,68.0,丙
高二,60,92,87,69,60,69,67,69.0,丙
高三,53,67,93,96,51,78,63,67.0,丙
高一,100,83,74,60,73,91,74,74.0,丙
高一,54,96,71,95,98,52,81,81.0,丙
高一,79,74,75,99,92,92,92,92.0,甲
高二,59,91,82,74,91,79,60,79.0,丙
高一,97,70,61,93,63,67,69,69.0,丙
高三,50,100,89,67,59,88,95,88.0,乙
高三,82,70,55,50,77,57,83,70.0,丙
高一,69,60,98,86,88,81,98,86.0,乙
高三,50,84,79,60,79,54,59,60.0,丙
高二,63,50,60,65,97,91,98,65.0,丙
高一,68,73,87,81,75,73,73,73.0,丙
高一,81,88,89,60,54,83,52,81.0,丙
高三,52,62,98,61,94,80,71,71.0,丙
高一,59,65,83,57,89,74,60,65.0,丙
高二,55,64,66,52,71,92,94,66.0,丙
高一,56,54,74,85,96,98,50,74.0,丙
高三,72,81,88,71,59,76,99,76.0,丙
高二,55,50,99,51,83,58,94,58.0,丁
高一,51,71,93,88,94,100,72,88.0,乙
高二,84,95,72,89,78,75,51,78.0,丙
高一,75,63,72,58,58,79,86,72.0,丙
高二,70,65,74,74,57,59,78,70.0,丙
高二,63,68,84,61,54,87,89,68.0,丙
高二,57,88,94,95,99,96,68,94.0,甲
高二,58,59,52,93,52,89,78,59.0,丁
高一,73,52,59,57,62,62,80,62.0,丙
高二,75,69,51,52,91,57,53,57.0,丁
高一,73,66,82,70,67,57,69,69.0,丙
高二,71,60,91,88,92,61,92,88.0,乙
高二,71,94,69,50,72,80,60,71.0,丙
高一,54,74,72,77,94,89,62,74.0,丙
高一,95,97,66,76,93,87,83,87.0,乙
高三,72,89,57,60,83,89,61,72.0,丙
高二,89,57,67,52,69,73,62,67.0,丙
高三,60,60,52,72,62,53,99,60.0,丙
高三,96,59,55,85,60,70,100,70.0,丙
高二,77,89,69,73,52,50,54,69.0,丙
高一,76,82,80,74,95,99,84,82.0,丙
高三,83,86,71,69,67,80,51,71.0,丙
高三,89,73,57,63,65,91,73,73.0,丙
高一,77,83,89,89,86,89,89,89.0,乙
高一,87,84,74,87,83,61,89,84.0,丙
高三,97,77,74,54,73,73,82,74.0,丙
高二,96,66,71,84,70,65,74,71.0,丙
高二,62,96,80,56,83,92,58,80.0,丙
高三,65,60,92,67,93,62,75,67.0,丙
高二,66,86,72,97,74,52,63,72.0,丙
高一,82,53,77,53,61,55,91,61.0,丙
高一,84,73,62,57,76,95,54,73.0,丙
高三,99,52,63,79,91,100,80,80.0,丙
高三,96,74,63,85,64,86,94,85.0,乙
高二,52,77,85,68,50,62,78,68.0,丙
高二,64,87,71,60,98,81,65,71.0,丙
高三,79,67,76,86,84,96,69,79.0,丙
高一,89,82,63,96,90,77,57,82.0,丙
高一,82,51,96,93,66,64,78,78.0,丙
高三,96,64,91,97,55,82,61,82.0,丙
高一,90,88,53,94,56,55,79,79.0,丙
高一,67,86,75,60,68,71,68,68.0,丙
高一,86,51,80,94,81,69,73,80.0,丙
高一,88,86,79,57,96,96,61,86.0,乙
高二,95,87,74,56,73,52,96,74.0,丙
高一,69,87,75,57,84,67,73,73.0,丙
高三,96,76,76,54,84,59,66,76.0,丙
高三,86,88,86,88,92,91,64,88.0,乙
高二,74,50,71,100,65,93,94,74.0,丙
高三,59,86,87,75,79,90,94,86.0,乙
高二,72,98,90,93,60,75,88,88.0,乙
高二,98,86,70,99,67,55,58,70.0,丙
高二,95,85,51,66,85,60,98,85.0,乙
高一,57,96,58,55,54,75,99,58.0,丁
高三,58,67,69,53,96,53,76,67.0,丙
高三,52,88,77,86,87,98,58,86.0,乙
高三,91,56,81,72,59,52,84,72.0,丙
高二,87,96,74,92,51,93,76,87.0,乙
高三,57,75,71,71,63,97,91,71.0,丙
高二,67,85,73,50,63,82,98,73.0,丙
高一,89,79,91,78,90,83,81,83.0,丙
高三,53,66,64,52,70,63,93,64.0,丙
高一,63,92,98,59,77,53,84,77.0,丙
高三,87,56,69,76,54,80,63,69.0,丙
高三,77,97,67,96,93,71,94,93.0,甲
高一,70,55,100,85,74,89,66,74.0,丙
高三,59,100,77,76,94,87,78,78.0,丙
高二,82,69,73,75,82,93,64,75.0,丙
高二,94,73,50,79,55,83,65,73.0,丙
高一,95,96,75,98,66,54,99,95.0,甲
高一,59,94,78,99,66,95,63,78.0,丙
高二,81,79,99,80,87,52,97,81.0,丙
高三,98,79,69,96,89,99,92,92.0,甲
高二,65,93,82,81,71,52,64,71.0,丙
高三,59,100,78,93,87,71,99,87.0,乙
高二,82,54,97,64,68,84,92,82.0,丙
高二,94,72,91,55,87,86,90,87.0,乙
高二,91,64,78,91,52,63,73,73.0,丙
高二,98,74,64,87,100,80,69,80.0,丙
高一,96,88,63,96,87,61,72,87.0,乙
高二,67,52,88,76,92,68,58,68.0,丙
高三,62,96,80,94,67,100,75,80.0,丙
高三,76,66,84,94,64,93,91,84.0,丙
高二,88,52,50,88,99,52,79,79.0,丙
高二,67,61,77,78,66,95,85,77.0,丙
高三,96,72,51,97,76,97,55,76.0,丙
高一,50,84,67,86,77,87,76,77.0,丙
高一,54,88,65,91,75,88,71,75.0,丙
高三,57,67,91,72,98,53,85,72.0,丙
高二,95,65,53,66,92,50,93,66.0,丙
高一,80,56,82,63,60,72,62,63.0,丙
高一,64,50,98,54,58,92,75,64.0,丙
高三,54,95,61,72,78,90,75,75.0,丙
高三,91,85,64,59,84,97,84,84.0,丙
高三,62,99,59,89,86,88,85,86.0,乙
高一,93,99,93,52,87,95,51,93.0,甲
高三,96,78,66,76,61,83,53,76.0,丙
高三,65,94,96,71,76,89,59,76.0,丙
高二,51,69,58,94,85,77,79,77.0,丙
高二,67,89,78,55,69,88,63,69.0,丙
高二,64,51,54,85,83,61,79,64.0,丙
高一,100,95,84,91,59,74,79,84.0,丙
高一,79,69,95,66,58,72,92,72.0,丙
高三,86,53,56,72,91,65,57,65.0,丙
高三,79,95,64,50,61,73,66,66.0,丙
高二,69,59,65,51,98,65,82,65.0,丙
高三,59,81,63,87,85,88,54,81.0,丙
高一,64,75,79,83,62,85,76,76.0,丙
高一,74,79,52,89,68,77,66,74.0,丙
高二,95,69,78,69,85,75,50,75.0,丙
高二,61,77,50,94,51,88,53,61.0,丙
高三,77,98,84,85,50,97,52,84.0,丙
高三,72,94,66,67,94,55,87,72.0,丙
高一,80,87,98,98,57,60,83,83.0,丙
高二,70,91,95,67,80,63,78,78.0,丙
高三,64,73,53,98,84,69,91,73.0,丙
高三,80,96,94,84,94,91,65,91.0,甲
高一,69,52,93,59,60,81,78,69.0,丙
高三,87,93,54,58,71,63,62,63.0,丙
高一,59,85,98,65,88,95,95,88.0,乙
高二,75,57,79,62,93,100,52,75.0,丙
高三,56,64,92,81,58,95,74,74.0,丙
高二,50,73,90,83,70,70,76,73.0,丙
高一,60,70,76,87,92,75,74,75.0,丙
高一,91,79,94,78,72,98,91,91.0,甲
高三,69,75,80,90,77,98,85,80.0,丙
高一,89,71,55,61,65,51,96,65.0,丙
高二,98,81,86,56,59,80,56,80.0,丙
高二,54,52,65,86,98,54,87,65.0,丙
高三,82,85,95,62,76,55,56,76.0,丙
高三,57,54,85,73,61,79,85,73.0,丙
高二,71,53,59,85,72,66,69,69.0,丙
高二,92,95,92,72,95,94,78,92.0,甲
高一,81,92,82,58,92,100,66,82.0,丙
高一,97,90,74,56,97,50,90,90.0,甲
高三,75,72,55,53,79,55,54,55.0,丁
高二,92,69,60,74,92,81,54,74.0,丙
高一,97,56,86,82,88,87,97,87.0,乙
高三,53,84,63,85,62,52,62,62.0,丙
高三,61,100,64,58,50,54,64,61.0,丙
高二,52,80,55,68,80,64,77,68.0,丙
高二,65,96,81,70,67,66,58,67.0,丙
高二,88,94,87,89,82,64,68,87.0,乙
高一,51,52,62,50,99,72,60,60.0,丙
高一,93,68,92,90,100,84,71,90.0,甲
高三,81,88,82,68,70,97,64,81.0,丙
高二,69,90,86,57,69,52,77,69.0,丙
高一,61,83,92,100,57,98,93,92.0,甲
高一,65,63,81,92,67,76,72,72.0,丙
高三,62,61,56,80,77,90,97,77.0,丙
高二,82,70,79,88,68,92,77,79.0,丙
高一,87,100,72,84,87,99,95,87.0,乙
高三,100,80,83,58,94,61,81,81.0,丙
高一,78,61,98,77,77,60,94,77.0,丙
高二,57,63,75,50,57,56,96,57.0,丁
高一,82,94,64,91,79,71,69,79.0,丙
高一,95,71,67,56,90,84,80,80.0,丙
高二,92,56,86,67,90,54,87,86.0,乙
高三,79,96,52,84,90,68,89,84.0,丙
高一,58,56,81,97,93,100,85,85.0,乙
高三,72,89,60,78,73,64,80,73.0,丙
高一,84,85,86,72,98,76,83,84.0,丙
高三,68,62,79,92,94,83,88,83.0,丙
高三,56,68,69,88,66,97,64,68.0,丙
高二,80,89,58,56,98,81,97,81.0,丙
高一,93,80,77,100,94,57,87,87.0,乙
高三,52,70,79,60,60,96,61,61.0,丙
高一,81,81,88,52,55,72,53,72.0,丙
高一,97,75,70,78,88,59,68,75.0,丙
高一,55,85,66,54,99,82,55,66.0,丙
高一,80,56,80,56,93,98,61,80.0,丙
高一,57,92,59,53,84,83,50,59.0,丁
高三,78,96,94,64,85,97,96,94.0,甲
高一,59,70,72,51,84,90,92,72.0,丙
高三,88,51,78,51,100,100,69,78.0,丙
高二,64,52,97,62,88,83,57,64.0,丙
高三,76,78,82,76,80,57,89,78.0,丙
高三,89,62,57,86,86,54,86,86.0,乙
高一,86,56,74,76,96,58,65,74.0,丙
高二,99,92,58,86,56,96,72,86.0,乙
高三,58,63,99,88,52,72,65,65.0,丙
高二,70,63,70,76,53,75,95,70.0,丙
高三,97,62,100,65,64,62,65,65.0,丙
高一,70,69,67,57,78,60,92,69.0,丙
高二,99,63,69,91,59,83,54,69.0,丙
高二,88,100,56,91,96,74,84,88.0,乙
高二,98,55,64,69,82,98,89,82.0,丙
高二,60,53,98,99,88,79,81,81.0,丙
高二,65,84,91,92,88,79,70,84.0,丙
高三,94,92,53,76,77,70,83,77.0,丙
高一,68,75,82,56,100,100,60,75.0,丙
高一,77,89,64,78,50,91,65,77.0,丙
高三,81,98,57,62,78,51,61,62.0,丙
高一,57,64,90,81,55,52,60,60.0,丙
高二,74,56,93,90,99,76,84,84.0,丙
高二,71,88,81,58,94,66,95,81.0,丙
高三,51,56,68,76,97,91,85,76.0,丙
高二,66,61,54,56,59,95,97,61.0,丙
高二,66,95,54,62,100,53,86,66.0,丙
高二,64,83,100,93,66,97,81,83.0,丙
高三,100,55,65,88,100,64,56,65.0,丙
高三,63,89,94,52,50,52,87,63.0,丙
高一,69,61,60,82,71,61,68,68.0,丙
高一,53,51,90,60,76,75,61,61.0,丙
高三,57,79,70,56,100,54,75,70.0,丙
高二,96,95,98,99,89,92,85,95.0,甲
高一,55,62,74,82,94,94,86,82.0,丙
高一,95,68,88,67,86,70,99,86.0,乙
高二,82,55,94,61,72,70,81,72.0,丙
高二,94,63,51,86,66,80,51,66.0,丙
高三,61,53,89,94,89,53,53,61.0,丙
高二,80,69,74,96,68,90,52,74.0,丙
高二,97,61,52,79,54,59,50,59.0,丁
高一,83,98,96,82,86,69,70,83.0,丙
高二,78,73,80,67,50,50,89,73.0,丙
